exampleSentence,partOfSpeech,sentimentTag,sentimentStrength,tokens
Takde siapa di rumah.,kata nafi/kata kerja,neutral,0.0,"['takde', 'siapa', 'di', 'rumah', '.']"
Dia suka lihat pemandangan gunung.,kata kerja,neutral,0.0,"['dia', 'suka', 'lihat', 'pemandangan', 'gunung', '.']"
"Kalau hujan, saya tak pergi.",kata hubung,neutral,0.0,"['kalau', 'hujan', ',', 'saya', 'tak', 'pergi', '.']"
Jawapan dia salah.,kata sifat/kata nama,negative,-0.6,"['jawapan', 'dia', 'salah', '.']"
Dia cuman nak tahu berita tu.,kata keterangan/partikel,neutral,0.0,"['dia', 'cuman', 'nak', 'tahu', 'berita', 'tu', '.']"
Dia sungguh baik hati.,kata keterangan/kata sifat,neutral,0.0,"['dia', 'sungguh', 'baik', 'hati', '.']"
Dia dtg lewat ke majlis.,kata kerja,neutral,0.0,"['dia', 'dtg', 'lewat', 'ke', 'majlis', '.']"
Dia kuar rumah awal pagi.,kata kerja,neutral,0.0,"['dia', 'kuar', 'rumah', 'awal', 'pagi', '.']"
Jaga hti-hti bila memandu.,kata nama,neutral,0.0,"['jaga', 'hti', '-', 'hti', 'bila', 'memandu', '.']"
Dia membeli kereta yang berwarna merah.,kata penghubung/kata ganti nama relatif,neutral,0.0,"['dia', 'membeli', 'kereta', 'yang', 'berwarna', 'merah', '.']"
Kerja rumahnya sudah siap.,adverb,neutral,0.0,"['kerja', 'rumahnya', 'sudah', 'siap', '.']"
Tindakan bodoh itu hanya menunjukkan dia goblok.,adjective,negative,-0.8,"['tindakan', 'bodoh', 'itu', 'hanya', 'menunjukkan', 'dia', 'goblok', '.']"
Dia akan sampai ke destinasi sebentar lagi.,verb,neutral,0.0,"['dia', 'akan', 'sampai', 'ke', 'destinasi', 'sebentar', 'lagi', '.']"
Kumpulan penyangak itu telah ditangkap polis.,noun,negative,-0.7,"['kumpulan', 'penyangak', 'itu', 'telah', 'ditangkap', 'polis', '.']"
"Dia makan, kemudian membaca buku.",adverb,neutral,0.0,"['dia', 'makan', ',', 'kemudian', 'membaca', 'buku', '.']"
Dia memerlukan backup untuk menyiapkan projek itu.,noun,neutral,0.0,"['dia', 'memerlukan', 'backup', 'untuk', 'menyiapkan', 'projek', 'itu', '.']"
Harga minyak mentah telah meningkat.,noun,neutral,0.0,"['harga', 'minyak', 'mentah', 'telah', 'meningkat', '.']"
Tolong beri saya sedikit air.,adjective,neutral,0.0,"['tolong', 'beri', 'saya', 'sedikit', 'air', '.']"
Dia memandu kereta baru ke tempat kerja.,noun,neutral,0.0,"['dia', 'memandu', 'kereta', 'baru', 'ke', 'tempat', 'kerja', '.']"
Kehidupan mereka kini lebih senang.,adjective,positive,0.7,"['kehidupan', 'mereka', 'kini', 'lebih', 'senang', '.']"
Hadiah itu daripada ibu saya.,preposition,neutral,0.0,"['hadiah', 'itu', 'daripada', 'ibu', 'saya', '.']"
Ayah saya seorang yang sangat rajin.,noun,neutral,0.0,"['ayah', 'saya', 'seorang', 'yang', 'sangat', 'rajin', '.']"
Bangunan lama itu sudah jahanam.,adjective,negative,-0.9,"['bangunan', 'lama', 'itu', 'sudah', 'jahanam', '.']"
Dia cuba menyembunyikan perasaannya.,noun,neutral,0.0,"['dia', 'cuba', 'menyembunyikan', 'perasaannya', '.']"
Buku itu ada di atas meja.,demonstrative pronoun,neutral,0.0,"['buku', 'itu', 'ada', 'di', 'atas', 'meja', '.']"
Polis sedang menyoal siasat suspek.,noun,negative,-0.5,"['polis', 'sedang', 'menyoal', 'siasat', 'suspek', '.']"
Dia berharap tidak akan ke neraka.,noun,negative,-0.9,"['dia', 'berharap', 'tidak', 'akan', 'ke', 'neraka', '.']"
Kumpulan penyamun itu telah melarikan diri.,noun,negative,-0.8,"['kumpulan', 'penyamun', 'itu', 'telah', 'melarikan', 'diri', '.']"
Dia mendapat feel yang baik tentang projek ini.,noun,neutral,0.0,"['dia', 'mendapat', 'feel', 'yang', 'baik', 'tentang', 'projek', 'ini', '.']"
Kenapa dia tidak datang hari ini?,interrogative adverb,neutral,0.0,"['kenapa', 'dia', 'tidak', 'datang', 'hari', 'ini', '?']"
Ayah dan ibu pergi ke pasar.,conjunction,neutral,0.0,"['ayah', 'dan', 'ibu', 'pergi', 'ke', 'pasar', '.']"
Dia akan datang ke rumah saya esok.,verb,neutral,0.0,"['dia', 'akan', 'datang', 'ke', 'rumah', 'saya', 'esok', '.']"
Kes jenayah itu masih dalam siasatan.,noun,neutral,0.0,"['kes', 'jenayah', 'itu', 'masih', 'dalam', 'siasatan', '.']"
Buku ini adalah edisi terhad.,noun,neutral,0.0,"['buku', 'ini', 'adalah', 'edisi', 'terhad', '.']"
Langit dilitupi awan gelap.,noun,neutral,0.0,"['langit', 'dilitupi', 'awan', 'gelap', '.']"
Dia berasa takut untuk berjalan sendirian di malam hari.,adjective,negative,-0.8,"['dia', 'berasa', 'takut', 'untuk', 'berjalan', 'sendirian', 'di', 'malam', 'hari', '.']"
Jangan jadi orang yang banggang.,adjective,negative,-0.7,"['jangan', 'jadi', 'orang', 'yang', 'banggang', '.']"
Kumpulan penjenayah itu menyamun bank semalam.,verb,negative,-0.8,"['kumpulan', 'penjenayah', 'itu', 'menyamun', 'bank', 'semalam', '.']"
Dia mencari path yang betul untuk masa depannya.,noun,neutral,0.0,"['dia', 'mencari', 'path', 'yang', 'betul', 'untuk', 'masa', 'depannya', '.']"
Pemandu itu menabrakkan keretanya ke pokok.,verb,negative,-0.6,"['pemandu', 'itu', 'menabrakkan', 'keretanya', 'ke', 'pokok', '.']"
Hari ini cuaca sangat baik.,noun,neutral,0.0,"['hari', 'ini', 'cuaca', 'sangat', 'baik', '.']"
Kalian boleh mula sekarang.,pronoun,neutral,0.0,"['kalian', 'boleh', 'mula', 'sekarang', '.']"
"Aduhai, malangnya nasib dia.",interjection,neutral,0.0,"['aduhai', ',', 'malangnya', 'nasib', 'dia', '.']"
Ayat itu bermaksud untuk menjelaskan sesuatu.,verb,neutral,0.0,"['ayat', 'itu', 'bermaksud', 'untuk', 'menjelaskan', 'sesuatu', '.']"
Dia belajar untuk menjaga self (diri)nya.,noun,neutral,0.0,"['dia', 'belajar', 'untuk', 'menjaga', 'self', '(', 'diri)nya', '.']"
Kami selalu membantu jiran kami.,noun,neutral,0.0,"['kami', 'selalu', 'membantu', 'jiran', 'kami', '.']"
Dia memilih baju yang lain.,adjective,neutral,0.0,"['dia', 'memilih', 'baju', 'yang', 'lain', '.']"
Dia berlari menggunakan legs (kakinya) dengan pantas.,noun,neutral,0.0,"['dia', 'berlari', 'menggunakan', 'legs', '(', 'kakinya', ')', 'dengan', 'pantas', '.']"
Bunga itu sudah mati.,verb,negative,-0.7,"['bunga', 'itu', 'sudah', 'mati', '.']"
"Ini adalah wang real (sebenar), bukan palsu.",adjective,neutral,0.0,"['ini', 'adalah', 'wang', 'real', '(', 'sebenar', ')', ',', 'bukan', 'palsu', '.']"
Windshield kereta saya retak.,noun,neutral,0.0,"['windshield', 'kereta', 'saya', 'retak', '.']"
Dia mempunyai muka yang cantik.,noun,neutral,0.0,"['dia', 'mempunyai', 'muka', 'yang', 'cantik', '.']"
Kita harus menghormati orang tua.,auxiliary verb,neutral,0.0,"['kita', 'harus', 'menghormati', 'orang', 'tua', '.']"
Buku itu ada di atas meja.,demonstrative pronoun,neutral,0.0,"['buku', 'itu', 'ada', 'di', 'atas', 'meja', '.']"
Dia cedera parah dalam kemalangan itu.,adjective,negative,-0.6,"['dia', 'cedera', 'parah', 'dalam', 'kemalangan', 'itu', '.']"
Jaraknya kira-kira 1-2 kilometer dari sini.,noun,neutral,0.0,"['jaraknya', 'kira', '-', 'kira', '1', '-', '2', 'kilometer', 'dari', 'sini', '.']"
Dia bekerja di kilang pembuatan kereta.,noun,neutral,0.0,"['dia', 'bekerja', 'di', 'kilang', 'pembuatan', 'kereta', '.']"
Mesin itu tidak berfungsi dengan baik.,verb,neutral,0.0,"['mesin', 'itu', 'tidak', 'berfungsi', 'dengan', 'baik', '.']"
Dia perlu menjaga diri sendiri.,pronoun,neutral,0.0,"['dia', 'perlu', 'menjaga', 'diri', 'sendiri', '.']"
The robbers (perompak) telah ditangkap.,noun,negative,-0.8,"['the', 'robbers', '(', 'perompak', ')', 'telah', 'ditangkap', '.']"
Dia perlu keluar dari bangunan itu sekarang.,verb,neutral,0.0,"['dia', 'perlu', 'keluar', 'dari', 'bangunan', 'itu', 'sekarang', '.']"
Kerja sekolah saya dh siap.,adverb,neutral,0.0,"['kerja', 'sekolah', 'saya', 'dh', 'siap', '.']"
Ini adalah gabungan kata 'merah-jambu'.,punctuation,neutral,0.0,"['ini', 'adalah', 'gabungan', 'kata', ""'"", 'merah', '-', 'jambu', ""'"", '.']"
Sila stop kereta anda di tepi jalan.,verb,neutral,0.0,"['sila', 'stop', 'kereta', 'anda', 'di', 'tepi', 'jalan', '.']"
Kita patut menolong orang yang dalam kesusahan.,verb,positive,0.7,"['kita', 'patut', 'menolong', 'orang', 'yang', 'dalam', 'kesusahan', '.']"
Dia datang dari Kuala Lumpur.,preposition,neutral,0.0,"['dia', 'datang', 'dari', 'kuala', 'lumpur', '.']"
Bunyi alarm kebakaran sangat kuat.,noun,neutral,0.0,"['bunyi', 'alarm', 'kebakaran', 'sangat', 'kuat', '.']"
Perbuatan itu boleh membahayakan nyawa orang lain.,verb,negative,-0.8,"['perbuatan', 'itu', 'boleh', 'membahayakan', 'nyawa', 'orang', 'lain', '.']"
"Aduhh, sakitnya kepala saya!",interjection,negative,-0.3,"['aduhh', ',', 'sakitnya', 'kepala', 'saya', '!']"
Saya nak makan nasi lemak.,auxiliary verb,neutral,0.0,"['saya', 'nak', 'makan', 'nasi', 'lemak', '.']"
Ini adalah aktiviti biasa pada hujung minggu.,adjective,neutral,0.0,"['ini', 'adalah', 'aktiviti', 'biasa', 'pada', 'hujung', 'minggu', '.']"
Di dalam hutan itu tiada bekalan air.,adverb,neutral,0.0,"['di', 'dalam', 'hutan', 'itu', 'tiada', 'bekalan', 'air', '.']"
Rumah tu sangat cantik.,demonstrative pronoun,neutral,0.0,"['rumah', 'tu', 'sangat', 'cantik', '.']"
Dia dah confirm kehadiran untuk mesyuarat.,verb,neutral,0.0,"['dia', 'dah', 'confirm', 'kehadiran', 'untuk', 'mesyuarat', '.']"
Buah pisang itu lenyek di dalam beg.,verb,negative,-0.5,"['buah', 'pisang', 'itu', 'lenyek', 'di', 'dalam', 'beg', '.']"
Ko nak pergi mana hari ini?,pronoun,neutral,0.0,"['ko', 'nak', 'pergi', 'mana', 'hari', 'ini', '?']"
Tumbuhan itu mati kerana kekurangan air.,verb,negative,-0.9,"['tumbuhan', 'itu', 'mati', 'kerana', 'kekurangan', 'air', '.']"
Kita semua hidup di atas bumi ini.,noun,neutral,0.0,"['kita', 'semua', 'hidup', 'di', 'atas', 'bumi', 'ini', '.']"
Dia sentiasa berusaha untuk menjadi yang terbaik.,adverb,neutral,0.0,"['dia', 'sentiasa', 'berusaha', 'untuk', 'menjadi', 'yang', 'terbaik', '.']"
Bangunan lama itu sudah hncur sepenuhnya.,adjective,negative,-0.7,"['bangunan', 'lama', 'itu', 'sudah', 'hncur', 'sepenuhnya', '.']"
Dia ditangkap kerana curi dompet.,verb,negative,-0.8,"['dia', 'ditangkap', 'kerana', 'curi', 'dompet', '.']"
Sekumpulan lelaki merompak kedai emas semalam.,verb,negative,-0.9,"['sekumpulan', 'lelaki', 'merompak', 'kedai', 'emas', 'semalam', '.']"
Baju mereka berwarna sama.,adjective,neutral,0.0,"['baju', 'mereka', 'berwarna', 'sama', '.']"
Dia seorang kawan yang sangat baik.,noun,positive,0.6,"['dia', 'seorang', 'kawan', 'yang', 'sangat', 'baik', '.']"
Setoran wang telah dibuat ke dalam akaun bank.,noun,neutral,0.0,"['setoran', 'wang', 'telah', 'dibuat', 'ke', 'dalam', 'akaun', 'bank', '.']"
Ramai orang berkumpul di dataran.,noun,neutral,0.0,"['ramai', 'orang', 'berkumpul', 'di', 'dataran', '.']"
Dia hanya ingin berehat di rumah.,adverb,neutral,0.0,"['dia', 'hanya', 'ingin', 'berehat', 'di', 'rumah', '.']"
Mari kita coba resepi baru ini.,verb,neutral,0.0,"['mari', 'kita', 'coba', 'resepi', 'baru', 'ini', '.']"
Kereta itu undur sedikit ke belakang.,verb,neutral,0.0,"['kereta', 'itu', 'undur', 'sedikit', 'ke', 'belakang', '.']"
Dia da sampai di sana.,adverb,neutral,0.0,"['dia', 'da', 'sampai', 'di', 'sana', '.']"
Kerata baharu itu diparkir di hadapan rumah.,noun,neutral,0.0,"['kerata', 'baharu', 'itu', 'diparkir', 'di', 'hadapan', 'rumah', '.']"
Dia membawa buku-buku ke perpustakaan.,verb,neutral,0.0,"['dia', 'membawa', 'buku', '-', 'buku', 'ke', 'perpustakaan', '.']"
Dia lgsg pulang ke rumah selepas kerja.,adverb,neutral,0.0,"['dia', 'lgsg', 'pulang', 'ke', 'rumah', 'selepas', 'kerja', '.']"
Mereka sedang melakukan persiapan untuk majlis itu.,verb,neutral,0.0,"['mereka', 'sedang', 'melakukan', 'persiapan', 'untuk', 'majlis', 'itu', '.']"
"Dia membeli epal, oren, dan pisang.",punctuation,neutral,0.0,"['dia', 'membeli', 'epal', ',', 'oren', ',', 'dan', 'pisang', '.']"
Aku akan pergi ke sana nanti.,pronoun,neutral,0.0,"['aku', 'akan', 'pergi', 'ke', 'sana', 'nanti', '.']"
Memakai tali pinggang keledar adalah wajib.,adjective,positive,0.1,"['memakai', 'tali', 'pinggang', 'keledar', 'adalah', 'wajib', '.']"
Dia perlu bertindak sekarang.,adverb,neutral,0.0,"['dia', 'perlu', 'bertindak', 'sekarang', '.']"
Ada banyak buku di rak itu.,adjective,neutral,0.0,"['ada', 'banyak', 'buku', 'di', 'rak', 'itu', '.']"
Sikapnya yang positif disenangi ramai.,noun,neutral,0.0,"['sikapnya', 'yang', 'positif', 'disenangi', 'ramai', '.']"
Penyertaan dalam program ini mendatangkan banyak faedah.,noun,positive,0.7,"['penyertaan', 'dalam', 'program', 'ini', 'mendatangkan', 'banyak', 'faedah', '.']"
Penjahat itu todongkan pisau ke arah mangsa.,verb,negative,-0.7,"['penjahat', 'itu', 'todongkan', 'pisau', 'ke', 'arah', 'mangsa', '.']"
Cepatlah sikit laa.,particle,neutral,0.0,"['cepatlah', 'sikit', 'laa', '.']"
Patutnya dia sudah sampai sekarang.,adverb,neutral,0.0,"['patutnya', 'dia', 'sudah', 'sampai', 'sekarang', '.']"
Dia sedang membaiki mobilnya yang rosak.,noun,neutral,0.0,"['dia', 'sedang', 'membaiki', 'mobilnya', 'yang', 'rosak', '.']"
"Dia bukannya sedih, cuma penat.",adverb,neutral,0.0,"['dia', 'bukannya', 'sedih', ',', 'cuma', 'penat', '.']"
Basikalnya ditantak oleh sebuah lori.,verb,negative,-0.8,"['basikalnya', 'ditantak', 'oleh', 'sebuah', 'lori', '.']"
Mereka berjalan smpi ke hujung kampung.,verb,neutral,0.0,"['mereka', 'berjalan', 'smpi', 'ke', 'hujung', 'kampung', '.']"
Buku itu ada di atas meja.,preposition,neutral,0.0,"['buku', 'itu', 'ada', 'di', 'atas', 'meja', '.']"
Kita perlu lindungi hutan daripada musnah.,verb,positive,0.8,"['kita', 'perlu', 'lindungi', 'hutan', 'daripada', 'musnah', '.']"
Jangan bercakap seperti babi.,noun,negative,-0.6,"['jangan', 'bercakap', 'seperti', 'babi', '.']"
Jalan raya itu sangat bhaye pada waktu malam.,adjective,negative,-0.8,"['jalan', 'raya', 'itu', 'sangat', 'bhaye', 'pada', 'waktu', 'malam', '.']"
Pasar itu selalu rmai dengan pengunjung.,adjective,neutral,0.0,"['pasar', 'itu', 'selalu', 'rmai', 'dengan', 'pengunjung', '.']"
"Dia asyik ""keh keh keh"" bila dengar cerita lawak tu.",interjection,neutral,0.0,"['dia', 'asyik', '""', 'keh', 'keh', 'keh', '""', 'bila', 'dengar', 'cerita', 'lawak', 'tu', '.']"
Tu...biar sajalah dia buat keputusan sendiri.,"pronoun, verb",neutral,0.0,"['tu', '.', 'biar', 'sajalah', 'dia', 'buat', 'keputusan', 'sendiri', '.']"
Mereka mengambil bahagian masing2 dalam pertandingan itu.,pronoun,neutral,0.0,"['mereka', 'mengambil', 'bahagian', 'masing2', 'dalam', 'pertandingan', 'itu', '.']"
Jangan hantam orang tanpa sebab.,verb,negative,-0.7,"['jangan', 'hantam', 'orang', 'tanpa', 'sebab', '.']"
"Dia berteriak, ""Mampuslah kau!"" dalam kemarahannya.",verb,negative,-1.0,"['dia', 'berteriak', ',', '""', 'mampuslah', 'kau', '!', '""', 'dalam', 'kemarahannya', '.']"
Knp awak tak datang semalam?,interrogative adverb,neutral,0.0,"['knp', 'awak', 'tak', 'datang', 'semalam', '?']"
This lah yang saya nak cakap.,demonstrative pronoun,neutral,0.0,"['this', 'lah', 'yang', 'saya', 'nak', 'cakap', '.']"
"Dia tak datang, jd saya pergi seorang.","conjunction, adverb",neutral,0.0,"['dia', 'tak', 'datang', ',', 'jd', 'saya', 'pergi', 'seorang', '.']"
Awak kene pergi sekarang.,"verb, auxiliary verb",neutral,0.0,"['awak', 'kene', 'pergi', 'sekarang', '.']"
Kereta baru dia memang power!,"noun, adjective",positive,0.6,"['kereta', 'baru', 'dia', 'memang', 'power', '!']"
Dia tahan sakit itu dengan sabar.,verb,neutral,0.0,"['dia', 'tahan', 'sakit', 'itu', 'dengan', 'sabar', '.']"
Berita terkini disiarkan di televisyen.,noun,neutral,0.0,"['berita', 'terkini', 'disiarkan', 'di', 'televisyen', '.']"
Tolong ambilkan buku di atas meja itu.,verb,neutral,0.0,"['tolong', 'ambilkan', 'buku', 'di', 'atas', 'meja', 'itu', '.']"
Saya datang melawat jee.,adverb,neutral,0.0,"['saya', 'datang', 'melawat', 'jee', '.']"
Be lah dia buat apa dia nak.,verb,neutral,0.0,"['be', 'lah', 'dia', 'buat', 'apa', 'dia', 'nak', '.']"
Rumah saya ada di dpn sekolah.,"noun, preposition",neutral,0.0,"['rumah', 'saya', 'ada', 'di', 'dpn', 'sekolah', '.']"
Kereta itu hancur setelah terlibat dalam kemalangan.,"adjective, verb",negative,-0.8,"['kereta', 'itu', 'hancur', 'setelah', 'terlibat', 'dalam', 'kemalangan', '.']"
Dia ngga datang semalam.,adverb,neutral,0.0,"['dia', 'ngga', 'datang', 'semalam', '.']"
"Aduhai, malangnya nasibnya!",interjection,negative,-0.5,"['aduhai', ',', 'malangnya', 'nasibnya', '!']"
Sila tutup pintu itu.,verb,neutral,0.0,"['sila', 'tutup', 'pintu', 'itu', '.']"
Dia tidak datang ke majlis itu.,adverb,neutral,0.0,"['dia', 'tidak', 'datang', 'ke', 'majlis', 'itu', '.']"
Dia kerat roti itu kepada empat bahagian.,verb,neutral,0.0,"['dia', 'kerat', 'roti', 'itu', 'kepada', 'empat', 'bahagian', '.']"
Ada banyak buku di perpustakaan itu.,"verb, auxiliary verb",neutral,0.0,"['ada', 'banyak', 'buku', 'di', 'perpustakaan', 'itu', '.']"
Buku itu menjadi lunyai kerana terkena hujan.,adjective,negative,-0.6,"['buku', 'itu', 'menjadi', 'lunyai', 'kerana', 'terkena', 'hujan', '.']"
Saya x pergi sekolah hari ni.,adverb,neutral,0.0,"['saya', 'x', 'pergi', 'sekolah', 'hari', 'ni', '.']"
"Jangan lanjak kerja itu, siapkan segera.",verb,neutral,-0.2,"['jangan', 'lanjak', 'kerja', 'itu', ',', 'siapkan', 'segera', '.']"
Tingkap...kenapa tak ditutup rapat?,"noun, interrogative adverb",neutral,0.0,"['tingkap', '.', 'kenapa', 'tak', 'ditutup', 'rapat', '?']"
Fon saya dah rosak..hahahha.,"adjective, interjection",neutral,0.0,"['fon', 'saya', 'dah', 'rosak', '.', 'hahahha', '.']"
Dia sedang menutup pintu biliknya.,verb,neutral,0.0,"['dia', 'sedang', 'menutup', 'pintu', 'biliknya', '.']"
Bas itu langgar tiang lampu.,verb,negative,-0.7,"['bas', 'itu', 'langgar', 'tiang', 'lampu', '.']"
Dia menunjukkan keberanian yang luar biasa.,noun,positive,0.8,"['dia', 'menunjukkan', 'keberanian', 'yang', 'luar', 'biasa', '.']"
Letak buku itu di situ.,"adverb, pronoun",neutral,0.0,"['letak', 'buku', 'itu', 'di', 'situ', '.']"
Banjir itu sbbkan banyak kerosakan.,verb,neutral,0.0,"['banjir', 'itu', 'sbbkan', 'banyak', 'kerosakan', '.']"
Cuaca makin panas.,adverb,neutral,0.0,"['cuaca', 'makin', 'panas', '.']"
Setiap warga negara mempunyai hak untuk bersuara.,noun,neutral,0.0,"['setiap', 'warga', 'negara', 'mempunyai', 'hak', 'untuk', 'bersuara', '.']"
Awak buat pa tu?,interrogative pronoun,neutral,0.0,"['awak', 'buat', 'pa', 'tu', '?']"
Saya rase tak sedap badan.,"verb, noun",neutral,0.0,"['saya', 'rase', 'tak', 'sedap', 'badan', '.']"
Aq nak makan sekarang.,pronoun,neutral,0.0,"['aq', 'nak', 'makan', 'sekarang', '.']"
Dia makan lagi.,adverb,neutral,0.0,"['dia', 'makan', 'lagi', '.']"
Kumpulan preman itu sering mengganggu penduduk.,noun,negative,-0.8,"['kumpulan', 'preman', 'itu', 'sering', 'mengganggu', 'penduduk', '.']"
PASTIKAN semua pintu berkunci sebelum tidur.,verb,positive,0.3,"['pastikan', 'semua', 'pintu', 'berkunci', 'sebelum', 'tidur', '.']"
Dia disabit bersalah atas tuduhan rasuah.,verb,negative,-0.7,"['dia', 'disabit', 'bersalah', 'atas', 'tuduhan', 'rasuah', '.']"
"Balik dari kerja, malam..penat sangat.","noun, adjective",negative,-0.5,"['balik', 'dari', 'kerja', ',', 'malam', '.', 'penat', 'sangat', '.']"
Saya takde duit sekarang.,adverb,neutral,0.0,"['saya', 'takde', 'duit', 'sekarang', '.']"
Dia suka ambil selfe di tempat menarik.,noun,neutral,0.0,"['dia', 'suka', 'ambil', 'selfe', 'di', 'tempat', 'menarik', '.']"
Tuan rumah menyambut tetamu dengan mesra.,"noun, title",neutral,0.0,"['tuan', 'rumah', 'menyambut', 'tetamu', 'dengan', 'mesra', '.']"
Dia nunjukin gambar-gambar percutiannya.,verb,neutral,0.0,"['dia', 'nunjukin', 'gambar', '-', 'gambar', 'percutiannya', '.']"
Ini buku saya.,demonstrative pronoun,neutral,0.0,"['ini', 'buku', 'saya', '.']"
Dia datang langsung ke rumah saya. (Secara terus) / Dia tidak langsung peduli. (Sama sekali tidak),adverb,neutral,0.0,"['dia', 'datang', 'langsung', 'ke', 'rumah', 'saya', '.', '(', 'secara', 'terus', ')', '/', 'dia', 'tidak', 'langsung', 'peduli', '.', '(', 'sama', 'sekali', 'tidak', ')']"
Dia hiris bawang itu nipis-nipis.,"pronoun, verb",neutral,0.0,"['dia', 'hiris', 'bawang', 'itu', 'nipis', '-', 'nipis', '.']"
Dia belajar sikit2 untuk memahami topik itu.,adverb,neutral,0.0,"['dia', 'belajar', 'sikit2', 'untuk', 'memahami', 'topik', 'itu', '.']"
Berita itu buat saya 😭😂😂,interjection,neutral,0.0,"['berita', 'itu', 'buat', 'saya', 'loudly', 'crying', 'faceface', 'with', 'tears', 'of', 'joyface', 'with', 'tears', 'of', 'joy']"
Teknologi moden telah mengubah cara kita bekerja.,noun,neutral,0.0,"['teknologi', 'moden', 'telah', 'mengubah', 'cara', 'kita', 'bekerja', '.']"
"Assalamualaikum, selamat pagi semua!",interjection,positive,0.8,"['assalamualaikum', ',', 'selamat', 'pagi', 'semua', '!']"
Kami sedang buat planning untuk projek baharu.,noun,neutral,0.0,"['kami', 'sedang', 'buat', 'planning', 'untuk', 'projek', 'baharu', '.']"
Tada! Ini hadiah untuk awak!,interjection,positive,0.5,"['tada', '!', 'ini', 'hadiah', 'untuk', 'awak', '!']"
Saya suka makan nasi lemak.,pronoun,neutral,0.0,"['saya', 'suka', 'makan', 'nasi', 'lemak', '.']"
Dia menunjukkan arah ke perpustakaan.,verb,neutral,0.0,"['dia', 'menunjukkan', 'arah', 'ke', 'perpustakaan', '.']"
Saya dn awak pergi ke pasar.,conjunction,neutral,0.0,"['saya', 'dn', 'awak', 'pergi', 'ke', 'pasar', '.']"
Dia perlu percaya pada diri sendiri.,noun,neutral,0.0,"['dia', 'perlu', 'percaya', 'pada', 'diri', 'sendiri', '.']"
Semoga kita semua mendapat Rizki yang berkat.,noun,positive,0.7,"['semoga', 'kita', 'semua', 'mendapat', 'rizki', 'yang', 'berkat', '.']"
