tokens,partOfSpeech,sentimentTag,sentimentStrength,overallSentenceTag,overallSentenceStrength
"['dulu', 'saya', 'tinggal', 'di', 'kampung', '.']","['adverb', 'pronoun', 'unknown', 'preposition', 'unknown', 'unknown']","['neutral', 'neutral', 'unknown', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['konflik', 'di', 'palestina', 'masih', 'berterusan', '.']","['unknown', 'preposition', 'noun (proper noun)', 'adverb', 'unknown', 'unknown']","['unknown', 'neutral', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['indonesia', 'mempunyai', 'banyak', 'pulau', '.']","['proper noun', 'unknown', 'adjective/quantifier', 'unknown', 'unknown']","['neutral', 'unknown', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'akan', 'datang', 'nanti', '.']","['pronoun', 'auxiliary verb', 'verb', 'adverb', 'unknown']","['neutral', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['selain', 'itu', ',', 'dia', 'juga', 'pandai', 'melukis', '.']","['conjunction', 'demonstrative pronoun', 'punctuation', 'pronoun', 'adverb', 'adjective', 'unknown', 'unknown']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'positive', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.7, 0.0, 0.0]",neutral,0.0
"['dia', 'berumur', '17', 'tahun', '.']","['pronoun', 'unknown', 'numeral', 'noun', 'unknown']","['neutral', 'unknown', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['ehh', ',', 'kenapa', 'tak', 'cakap', 'awal', '-', 'awal', '?']","['interjection', 'punctuation', 'interrogative pronoun/adverb', 'adverb (negation)', 'unknown', 'unknown', 'punctuation', 'unknown', 'punctuation']","['neutral', 'neutral', 'neutral', 'neutral', 'unknown', 'unknown', 'neutral', 'unknown', 'neutral']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['klu', 'hujan', ',', 'kita', 'tak', 'jadi', 'pergi', '.']","['conjunction', 'unknown', 'punctuation', 'pronoun', 'adverb (negation)', 'verb / conjunction', 'verb', 'unknown']","['neutral', 'unknown', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['askar', 'itu', 'memberi', 'tabik', 'hormat', '.']","['unknown', 'demonstrative pronoun', 'verb', 'verb/noun', 'noun/verb', 'unknown']","['unknown', 'neutral', 'neutral', 'positive', 'positive', 'unknown']","[0.0, 0.0, 0.0, 0.6, 0.7, 0.0]",positive,0.6
"['apa', 'yang', 'berlaku', '?']","['pronoun', 'pronoun, conjunction', 'verb', 'punctuation']","['neutral', 'neutral', 'neutral', 'neutral']","[0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['tolong', 'angkat', 'barang', 'ini', '.']","['verb', 'unknown', 'noun', 'demonstrative pronoun', 'unknown']","['neutral', 'unknown', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",positive,0.5
"['haritu', 'saya', 'ada', 'nampak', 'dia', '.']","['adverb (colloquial)', 'pronoun', 'verb', 'verb', 'pronoun', 'unknown']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['polisi', 'syarikat', 'itu', 'sangat', 'ketat', '.']","['noun', 'unknown', 'demonstrative pronoun', 'adverb', 'unknown', 'unknown']","['neutral', 'unknown', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'menunggu', 'di', 'gate', 'lapangan', 'terbang', '.']","['pronoun', 'unknown', 'preposition', 'noun', 'unknown', 'unknown', 'unknown']","['neutral', 'unknown', 'neutral', 'neutral', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'cedera', 'dalam', 'kemalangan', 'itu', '.']","['pronoun', 'adjective/verb', 'preposition', 'unknown', 'demonstrative pronoun', 'unknown']","['neutral', 'negative', 'neutral', 'unknown', 'neutral', 'unknown']","[0.0, -0.6, 0.0, 0.0, 0.0, 0.0]",negative,-0.7
"['semoga', 'hidup', 'kita', 'sentiasa', 'mendapat', 'barakah', '.']","['adverb', 'verb, adjective', 'pronoun', 'adverb', 'verb', 'noun', 'unknown']","['positive', 'positive', 'neutral', 'neutral', 'neutral', 'positive', 'unknown']","[0.5, 0.5, 0.0, 0.0, 0.0, 0.9, 0.0]",positive,0.9
"['buku', 'ni', 'sangat', 'bagus', '.']","['unknown', 'pronoun', 'adverb', 'adjective', 'unknown']","['unknown', 'neutral', 'neutral', 'positive', 'unknown']","[0.0, 0.0, 0.0, 0.8, 0.0]",neutral,0.0
"['kami', 'makan', 'ikan', 'kakap', 'bakar', '.']","['unknown', 'verb', 'unknown', 'noun', 'verb', 'unknown']","['unknown', 'neutral', 'unknown', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['jangan', 'jadi', 'orang', 'bodoh', '.']","['particle', 'verb / conjunction', 'noun', 'adjective', 'unknown']","['neutral', 'neutral', 'neutral', 'negative', 'unknown']","[0.0, 0.0, 0.0, -0.8, 0.0]",negative,-0.8
"['dia', 'adalah', 'seorang', 'guy', 'yang', 'baik', '.']","['pronoun', 'copula / verb', 'unknown', 'noun', 'pronoun, conjunction', 'adjective', 'unknown']","['neutral', 'neutral', 'unknown', 'neutral', 'neutral', 'positive', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0]",neutral,0.0
"['dia', 'mempunyai', 'kedudukan', 'yang', 'tinggi', 'dalam', 'syarikat', '.']","['pronoun', 'unknown', 'noun', 'pronoun, conjunction', 'adjective', 'preposition', 'unknown', 'unknown']","['neutral', 'unknown', 'neutral', 'neutral', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['buku', 'ini', 'sangat', 'bagus', '.']","['unknown', 'demonstrative pronoun', 'adverb', 'adjective', 'unknown']","['unknown', 'neutral', 'neutral', 'positive', 'unknown']","[0.0, 0.0, 0.0, 0.8, 0.0]",neutral,0.0
"['kita', 'pergi', 'bersama', '-', 'sama', '.']","['pronoun', 'verb', 'unknown', 'punctuation', 'adjective', 'unknown']","['neutral', 'neutral', 'unknown', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['tolong', 'bawa', 'buku', 'itu', 'ke', 'sini', '.']","['verb', 'verb', 'unknown', 'demonstrative pronoun', 'particle (interrogative)', 'adverb (of place)', 'unknown']","['neutral', 'neutral', 'unknown', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['selamat', 'datang', ',', 'tuan', '.']","['adjective', 'verb', 'punctuation', 'noun/pronoun', 'unknown']","['positive', 'neutral', 'neutral', 'neutral', 'unknown']","[0.7, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['polis', 'perlu', 'bertindak', 'segera', '.']","['noun', 'verb/adjective', 'verb', 'unknown', 'unknown']","['neutral', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['""', 'cak', '!', '""', 'kata', 'ibu', 'sambil', 'mencuit', 'pipi', 'anaknya', '.']","['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'conjunction', 'unknown', 'unknown', 'unknown', 'unknown']","['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'neutral', 'unknown', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['baju', 'dia', 'mcm', 'baju', 'saya', '.']","['unknown', 'pronoun', 'preposition/adverb', 'unknown', 'pronoun', 'unknown']","['unknown', 'neutral', 'neutral', 'unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['makan', 'nasi', 'aja', ',', 'tak', 'ada', 'lauk', 'lain', '.']","['verb', 'unknown', 'adverb', 'punctuation', 'adverb (negation)', 'verb', 'unknown', 'adjective', 'unknown']","['neutral', 'unknown', 'neutral', 'neutral', 'neutral', 'neutral', 'unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['polis', 'merampas', 'sepucuk', 'pistol', 'daripada', 'suspek', '.']","['noun', 'verb', 'unknown', 'noun', 'preposition', 'noun', 'unknown']","['neutral', 'negative', 'unknown', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, -0.7, 0.0, 0.0, 0.0, -0.2, 0.0]",neutral,0.0
"['dia', 'ada', 'd', 'rumah', '.']","['pronoun', 'verb', 'preposition', 'noun', 'unknown']","['neutral', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['ada', 'somethings', 'tak', 'kena', 'dengan', 'kereta', 'ni', '.']","['verb', 'pronoun', 'adverb (negation)', 'verb', 'preposition', 'kata nama', 'pronoun', 'unknown']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['mangsa', 'cedera', ',', 'dh', 'dihantar', 'ke', 'hospital', '.']","['noun', 'adjective/verb', 'punctuation', 'auxiliary verb', 'unknown', 'particle (interrogative)', 'unknown', 'unknown']","['negative', 'negative', 'neutral', 'neutral', 'unknown', 'neutral', 'unknown', 'unknown']","[-0.7, -0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",negative,-0.7
"['saya', 'akan', 'melancong', 'tahun', 'depan', '.']","['pronoun', 'auxiliary verb', 'unknown', 'noun', 'noun', 'unknown']","['neutral', 'neutral', 'unknown', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['bapak', 'saya', 'seorang', 'petani', '.']","['noun', 'pronoun', 'unknown', 'unknown', 'unknown']","['neutral', 'neutral', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['wajah', 'kanak', '-', 'kanak', 'itu', 'menunjukkan', 'ketakutan.kasihan', 'sungguh', 'melihatnya', '.']","['noun', 'noun', 'punctuation', 'noun', 'demonstrative pronoun', 'unknown', 'unknown', 'kata keterangan/kata sifat', 'unknown', 'unknown']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'unknown', 'unknown', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",negative,-0.8
"['ini', 'adalah', 'masalah', 'world', 'yang', 'perlu', 'diselesaikan', '.']","['demonstrative pronoun', 'copula / verb', 'noun', 'unknown', 'pronoun, conjunction', 'verb/adjective', 'unknown', 'unknown']","['neutral', 'neutral', 'negative', 'unknown', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, -0.7, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['penjahat', 'cuba', 'rmpak', 'bank', 'itu', '.']","['noun', 'verb', 'verb', 'noun', 'demonstrative pronoun', 'unknown']","['negative', 'neutral', 'negative', 'neutral', 'neutral', 'unknown']","[-0.9, 0.0, -0.9, 0.0, 0.0, 0.0]",negative,-0.9
"['""', 'haa', ',', 'baru', 'kau', 'tahu', '!', '""']","['unknown', 'interjection', 'punctuation', 'adjective, adverb', 'pronoun', 'verb', 'unknown', 'unknown']","['unknown', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['hadiah', 'ini', 'untuk', 'kamu', '.']","['unknown', 'demonstrative pronoun', 'preposition', 'unknown', 'unknown']","['unknown', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['barang', 'itu', 'da.ada', 'di', 'sana', '.']","['noun', 'demonstrative pronoun', 'unknown', 'preposition', 'unknown', 'unknown']","['neutral', 'neutral', 'unknown', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'bekerja', 'sebagai', 'guru', '.']","['pronoun', 'unknown', 'preposition', 'unknown', 'unknown']","['neutral', 'unknown', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['kelau', 'hujan', ',', 'kita', 'batalkan', 'perkelahan', '.']","['conjunction', 'unknown', 'punctuation', 'pronoun', 'unknown', 'unknown', 'unknown']","['neutral', 'unknown', 'neutral', 'neutral', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'sedang', 'kira', 'jumlah', 'wang', '.']","['pronoun', 'unknown', 'verb', 'unknown', 'unknown', 'unknown']","['neutral', 'unknown', 'neutral', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['hamidi', 'belajar', 'di', 'universiti', '.']","['proper noun', 'unknown', 'preposition', 'unknown', 'unknown']","['neutral', 'unknown', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'mempunyai', 'gaya', 'berjalan', 'yang', 'unik', '.']","['pronoun', 'unknown', 'noun', 'unknown', 'pronoun, conjunction', 'unknown', 'unknown']","['neutral', 'unknown', 'neutral', 'unknown', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['saya', 'sedih', 'melihat', 'keadaan', 'malaysiaku.sad', 'but', 'relieved', 'face']","['pronoun', 'unknown', 'verb', 'noun', 'unknown', 'unknown', 'unknown', 'unknown']","['neutral', 'unknown', 'neutral', 'neutral', 'unknown', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",negative,-0.5
"['kami', 'akan', 'bercuti', 'bersama', 'keluarga', '.']","['unknown', 'auxiliary verb', 'unknown', 'unknown', 'noun', 'unknown']","['unknown', 'neutral', 'unknown', 'unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['makanan', 'ini', 'terlalu', 'manis', '.']","['noun', 'demonstrative pronoun', 'adverb', 'unknown', 'unknown']","['neutral', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['mahu', 'makan', 'lg', '?']","['verb', 'verb', 'adverb', 'punctuation']","['neutral', 'neutral', 'neutral', 'neutral']","[0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['negara', 'kita', 'sedang', 'maju', 'dengan', 'pesat', '.']","['noun', 'pronoun', 'unknown', 'verb', 'preposition', 'unknown', 'unknown']","['neutral', 'neutral', 'unknown', 'positive', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0]",positive,0.8
"['dia', 'bekerja', 'di', 'jabatan', 'kerajaan', '.']","['pronoun', 'unknown', 'preposition', 'noun', 'noun', 'unknown']","['neutral', 'unknown', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'cuba', 'lari', ',', 'last2', 'kena', 'tangkap', 'juga', '.']","['pronoun', 'verb', 'verb', 'punctuation', 'adverb', 'verb', 'verb', 'adverb', 'unknown']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['pencuri', 'itu', 'berjaya', 'ditangkap', 'oleh', 'polis', '.']","['noun', 'demonstrative pronoun', 'unknown', 'unknown', 'preposition', 'noun', 'unknown']","['negative', 'neutral', 'unknown', 'unknown', 'neutral', 'neutral', 'unknown']","[-0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",negative,-0.9
"['rambut', 'dia', 'pnjng', 'sangat', '.']","['unknown', 'pronoun', 'adjective', 'adverb', 'unknown']","['unknown', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['akuni', 'dah', 'cakap', 'jangan', 'buat', 'macam', 'tu', '.']","['pronoun', 'adverb', 'unknown', 'particle', 'kata kerja', 'preposition, adverb', 'pronoun', 'unknown']","['neutral', 'neutral', 'unknown', 'neutral', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['pesalah', 'itu', 'dijatuhi', 'hukuman', 'penjara', '.']","['noun', 'demonstrative pronoun', 'unknown', 'noun', 'noun', 'unknown']","['negative', 'neutral', 'unknown', 'negative', 'negative', 'unknown']","[-0.7, 0.0, 0.0, -0.7, -0.8, 0.0]",negative,-0.7
"['baju', 'itu', 'jarang', 'dipakai', '.']","['unknown', 'demonstrative pronoun', 'unknown', 'verb', 'unknown']","['unknown', 'neutral', 'unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'nye.kena', 'datang', 'esok', '.']","['pronoun', 'unknown', 'verb', 'unknown', 'unknown']","['neutral', 'unknown', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['saya', 'mencari', 'maksud', 'perkataan', 'di', 'dalam', 'kamus', '.']","['pronoun', 'unknown', 'unknown', 'unknown', 'preposition', 'preposition', 'noun', 'unknown']","['neutral', 'unknown', 'unknown', 'unknown', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['perbuatan', 'laknat', 'itu', 'harus', 'dihentikan', '.']","['kata nama', 'adjective', 'demonstrative pronoun', 'auxiliary verb', 'unknown', 'unknown']","['neutral', 'negative', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, -0.9, 0.0, 0.0, 0.0, 0.0]",negative,-0.9
"['dia', 'kena', 'marah', 'kaw2', '.']","['pronoun', 'verb', 'adjective', 'adverb', 'unknown']","['neutral', 'neutral', 'negative', 'neutral', 'unknown']","[0.0, 0.0, -0.6, 0.0, 0.0]",neutral,0.0
"['jangan', 'jadi', 'orang', 'yang', 'bodoh', '.']","['particle', 'verb / conjunction', 'noun', 'pronoun, conjunction', 'adjective', 'unknown']","['neutral', 'neutral', 'neutral', 'neutral', 'negative', 'unknown']","[0.0, 0.0, 0.0, 0.0, -0.8, 0.0]",negative,-0.8
"['kerajaan', 'berazam', 'untuk', 'basmi', 'kemiskinan', '.']","['noun', 'unknown', 'preposition', 'verb', 'unknown', 'unknown']","['neutral', 'unknown', 'neutral', 'positive', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.7, 0.0, 0.0]",positive,0.7
"['saya', 'membaca', 'berita', 'di', 'harian', 'metro', '.']","['pronoun', 'unknown', 'noun', 'preposition', 'adjective', 'noun', 'unknown']","['neutral', 'unknown', 'neutral', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['ambil', 'sikit', 'jer', '.']","['verb', 'adjective/adverb (colloquial)', 'adverb', 'unknown']","['neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['burung', 'terbang', 'tinggi', 'di', 'langit', '.']","['unknown', 'unknown', 'adjective', 'preposition', 'noun', 'unknown']","['unknown', 'unknown', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['alang2', 'dah', 'sampai', ',', 'biar', 'terus', 'habiskan', 'kerja', 'ni', '.']","['adverb', 'adverb', 'verb', 'punctuation', 'verb / conjunction', 'adverb/verb', 'verb', 'verb', 'pronoun', 'unknown']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['baju', 'tu.eee', ',', 'kotornya', '!']","['unknown', 'unknown', 'punctuation', 'unknown', 'unknown']","['unknown', 'unknown', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",negative,-0.4
"['keadaan', 'negara', 'sangat', 'aman', 'dan', 'damai', '.']","['noun', 'noun', 'adverb', 'adjective', 'conjunction', 'unknown', 'unknown']","['neutral', 'neutral', 'neutral', 'positive', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0]",positive,0.8
"['orang', 'ramai', 'berkumpul', 'di', 'dataran', '.']","['noun', 'adjective', 'unknown', 'preposition', 'unknown', 'unknown']","['neutral', 'neutral', 'unknown', 'neutral', 'unknown', 'unknown']","[0.0, 0.1, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'seorang', 'penyangak', ',', 'tapi', 'kini', 'sudah', 'bertaubat', '.']","['pronoun', 'unknown', 'noun', 'punctuation', 'kata hubung', 'unknown', 'adverb', 'unknown', 'unknown']","['neutral', 'unknown', 'negative', 'neutral', 'neutral', 'unknown', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, -0.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",negative,-0.7
"['izinkan', 'saya', 'masuk', '.']","['verb', 'pronoun', 'verb', 'unknown']","['neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['kejadian', 'rompakan', 'itu', 'mengejutkan', 'penduduk', '.']","['noun', 'kata nama', 'demonstrative pronoun', 'unknown', 'unknown', 'unknown']","['neutral', 'negative', 'neutral', 'unknown', 'unknown', 'unknown']","[0.0, -0.8, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['makanan', 'ini', 'kurang', 'masin', '.']","['noun', 'demonstrative pronoun', 'adverb', 'unknown', 'unknown']","['neutral', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['""', 'fulamak', '!', 'cantiknya', 'kereta', 'awak', '!', '""']","['unknown', 'interjection', 'unknown', 'unknown', 'kata nama', 'unknown', 'unknown', 'unknown']","['unknown', 'positive', 'unknown', 'unknown', 'neutral', 'unknown', 'unknown', 'unknown']","[0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",positive,0.6
"['dia', 'sangat', 'fokus', 'pada', 'kerjanya', '.']","['pronoun', 'adverb', 'unknown', 'preposition', 'unknown', 'unknown']","['neutral', 'neutral', 'unknown', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['saya', 'mau', 'makan', 'nasi', 'goreng', '.']","['pronoun', 'verb (modal)', 'verb', 'unknown', 'unknown', 'unknown']","['neutral', 'neutral', 'neutral', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['kualiti', 'produk', 'itu', 'sangat', 'bad', '.']","['unknown', 'unknown', 'demonstrative pronoun', 'adverb', 'adjective', 'unknown']","['unknown', 'unknown', 'neutral', 'neutral', 'negative', 'unknown']","[0.0, 0.0, 0.0, 0.0, -0.7, 0.0]",negative,-0.7
"['dia', 'bercerita', 'tentang', 'insiden', 'lucu', 'itu', ',', 'wkwk', '.']","['pronoun', 'unknown', 'unknown', 'unknown', 'adjective', 'demonstrative pronoun', 'punctuation', 'interjection', 'unknown']","['neutral', 'unknown', 'unknown', 'unknown', 'positive', 'neutral', 'neutral', 'positive', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.7, 0.0, 0.0, 0.6, 0.0]",positive,0.6
"['kami', 'jalan', 'kaki', 'ke', 'kedai', '.']","['unknown', 'noun/verb', 'noun', 'particle (interrogative)', 'noun', 'unknown']","['unknown', 'neutral', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['ada', 'seseorang', 'mengetuk', 'pintu', '.']","['verb', 'pronoun', 'verb', 'noun', 'unknown']","['neutral', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['jangan', 'risau', ',', 'xpe', '.']","['particle', 'unknown', 'punctuation', 'interjection/phrase', 'unknown']","['neutral', 'unknown', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.2, 0.0]",neutral,0.2
"['dia', 'ketawa', 'terbahak', '-', 'bahak', ',', 'hahah', '.']","['pronoun', 'unknown', 'unknown', 'punctuation', 'unknown', 'punctuation', 'interjection', 'unknown']","['neutral', 'unknown', 'unknown', 'neutral', 'unknown', 'neutral', 'positive', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7, 0.0]",positive,0.7
